OID,Id,DealId,Code,AssetPairId,Direction,Volume,AccountId,TradingConditionId,AccountAssetId,ExpectedOpenPrice,OpenMatchingEngineId,OpenDate,OpenTradeId,OpenPrice,OpenFxPrice,EquivalentAsset,OpenPriceEquivalent,RelatedOrders,LegalEntity,OpenOriginator,ExternalProviderId,SwapCommissionRate,OpenCommissionRate,CloseCommissionRate,CommissionLot,CloseMatchingEngineId,ClosePrice,CloseFxPrice,ClosePriceEquivalent,StartClosingDate,CloseDate,CloseOriginator,CloseReason,CloseComment,CloseTrades,LastModified,TotalPnL,ChargedPnl,HistoryType,DealInfo,HistoryTimestamp,OpenOrderType,OpenOrderVolume,FxAssetPairId,FxToAssetPairDirection,AdditionalInfo,ForceOpen,CorrelationId
4877116,Q9QI89WORX,NULL,637996036987582185,CFD_US_NGNov22,Short,-500,202214560,Default,EUR,NULL,STP,2022-10-12 16:12:26.980,Q9QI89WORX,6.556,1.03220478943022,EUR,1.03220478943022,[],Default,Investor,StarWarrant,0,0,0,0,NULL,6.559,1.03220478943022,0,NULL,NULL,NULL,None,NULL,[],NULL,-1.55,0,Open,NULL,2022-10-12 16:12:26.980,Market,-500,EURUSD,Reverse,"{""CreatedBy"":""756146090"",""SessionId"":""00000404"",""GuiFlag"":0,""IsOnBehalf"":false,""WithOnBehalfFees"":false,""UserComments"":"""",""PlacedViaBulkOperation"":false,""PlacedWithParentOrder"":false,""PlacedViaClosePosition"":false}",0,orders-post-CFD_US_NGNov22-8d0c300581e04ef8bb223859edf07205
4878353,SNTTNQT0RK,NULL,637996036987583778,CFD_US_NGNov22,Short,-11,202152110,Default,EUR,NULL,STP,2022-10-12 19:57:47.257,SNTTNQT0RK,6.416,1.03077906281568,EUR,1.03077906281568,[],Default,Investor,StarWarrant,0,0,0,0,NULL,6.421,1.03077906281568,0,NULL,NULL,NULL,None,NULL,[],NULL,-0.06,0,Open,NULL,2022-10-12 19:57:47.260,Market,-11,EURUSD,Reverse,"{""CreatedBy"":""268482595"",""SessionId"":""00000404"",""GuiFlag"":0,""IsOnBehalf"":false,""WithOnBehalfFees"":false,""UserComments"":"""",""PlacedViaBulkOperation"":false,""PlacedWithParentOrder"":false,""PlacedViaClosePosition"":false}",0,orders-post-CFD_US_NGNov22-171e5c96a2eb4aefac9c42c0122191d1
4852500,TR4CGXPLRF,NULL,637996036987550732,CFD_DE_MINIDAX,Long,1,202194226,Default,EUR,NULL,STP,2022-10-07 12:35:20.920,TR4CGXPLRF,1245.84,1,EUR,1,[],Default,Investor,StarWarrant,0,0,0,0,NULL,1245.54,1,0,NULL,NULL,NULL,None,NULL,[],NULL,-0.3,0,Open,NULL,2022-10-07 12:35:20.923,Market,1,SymmetricAssetPair,Straight,"{""CreatedBy"":""500572398"",""SessionId"":""00000404"",""GuiFlag"":0,""IsOnBehalf"":false,""WithOnBehalfFees"":false,""UserComments"":"""",""PlacedViaBulkOperation"":false,""PlacedWithParentOrder"":false,""PlacedViaClosePosition"":false}",0,orders-post-CFD_DE_MINIDAX-3cc93a1e68864048b8a9f2c7590d3289
4877419,VBEBAUTSFB,NULL,637996036987582616,CFD_DE_DAX,Short,-1,202152976,Default,EUR,NULL,STP,2022-10-12 17:14:50.427,VBEBAUTSFB,12196.35,1,EUR,1,[],Default,Investor,StarWarrant,0,0,0,0,NULL,12198.35,1,0,NULL,NULL,NULL,None,NULL,[],NULL,-2,0,Open,NULL,2022-10-12 17:14:50.427,Market,-1,SymmetricAssetPair,Straight,"{""CreatedBy"":""500832603"",""SessionId"":""430273783"",""GuiFlag"":0,""IsOnBehalf"":false,""WithOnBehalfFees"":false,""UserComments"":"""",""PlacedViaBulkOperation"":false,""PlacedWithParentOrder"":false,""PlacedViaClosePosition"":false}",0,orders-post-CFD_DE_DAX-03ad16404a9343e6afeac2e58326e83a
4875575,VH4OS3XXM0,NULL,637996036987580197,CFD_DE_DAX,Short,-1,202187965,Default,EUR,NULL,STP,2022-10-12 13:34:33.093,VH4OS3XXM0,12155.41,1,EUR,1,[],Default,Investor,StarWarrant,0,0,0,0,NULL,12156.91,1,0,NULL,NULL,NULL,None,NULL,[],NULL,-1.5,0,Open,NULL,2022-10-12 13:34:33.093,Market,-1,SymmetricAssetPair,Straight,"{""CreatedBy"":""758213630"",""SessionId"":""-427922458"",""GuiFlag"":0,""IsOnBehalf"":false,""WithOnBehalfFees"":false,""UserComments"":"""",""PlacedViaBulkOperation"":false,""PlacedWithParentOrder"":false,""PlacedViaClosePosition"":false}",1,orders-post-CFD_DE_DAX-0d0f6a54e4674347b6d1bde68e3f06dd
4870489,X98XACHYX3,NULL,637996036987573756,CFD_US_NGNov22,Short,-1000,202162557,Default,EUR,NULL,STP,2022-10-11 17:11:01.687,X98XACHYX3,6.58,1.02419664575599,EUR,1.02419664575599,[],Default,Investor,StarWarrant,0,0,0,0,NULL,6.585,1.02419664575599,0,NULL,NULL,NULL,None,NULL,[],NULL,-5.12,0,Open,NULL,2022-10-11 17:11:01.687,Market,-1000,EURUSD,Reverse,"{""CreatedBy"":""505171680"",""SessionId"":""1803527285"",""GuiFlag"":0,""IsOnBehalf"":false,""WithOnBehalfFees"":false,""UserComments"":"""",""PlacedViaBulkOperation"":false,""PlacedWithParentOrder"":false,""PlacedViaClosePosition"":false}",0,orders-post-CFD_US_NGNov22-0c9b7b663faa48219cbbdbd2b23d408d
4877408,Y4Y8A9CZBD,NULL,637996036987582601,CFD_DE_DAX,Short,-1,202152976,Default,EUR,NULL,STP,2022-10-12 17:12:13.153,Y4Y8A9CZBD,12195.85,1,EUR,1,[],Default,Investor,StarWarrant,0,0,0,0,NULL,12197.85,1,0,NULL,NULL,NULL,None,NULL,[],NULL,-2,0,Open,NULL,2022-10-12 17:12:13.153,Market,-1,SymmetricAssetPair,Straight,"{""CreatedBy"":""500832603"",""SessionId"":""430273783"",""GuiFlag"":0,""IsOnBehalf"":false,""WithOnBehalfFees"":false,""UserComments"":"""",""PlacedViaBulkOperation"":false,""PlacedWithParentOrder"":false,""PlacedViaClosePosition"":false}",0,orders-post-CFD_DE_DAX-1bbab58ab1a648e2b3ff6e82a21471fe
4852027,YJN2YA2V47,NULL,637996036987550248,CFD_DE_MINIDAX,Long,1,202194226,Default,EUR,NULL,STP,2022-10-07 11:53:52.820,YJN2YA2V47,1248.09,1,EUR,1,[],Default,Investor,StarWarrant,0,0,0,0,NULL,1247.69,1,0,NULL,NULL,NULL,None,NULL,[],NULL,-0.4,0,Open,NULL,2022-10-07 11:53:52.820,Market,1,SymmetricAssetPair,Straight,"{""CreatedBy"":""500572398"",""SessionId"":""00000404"",""GuiFlag"":0,""IsOnBehalf"":false,""WithOnBehalfFees"":false,""UserComments"":"""",""PlacedViaBulkOperation"":false,""PlacedWithParentOrder"":false,""PlacedViaClosePosition"":false}",0,orders-post-CFD_DE_MINIDAX-f82e9428cd8b45dda8b24354f233ac7a
4875595,Z0CHVU55U0,NULL,637996036987580225,CFD_DE_DAX,Short,-1,202187965,Default,EUR,NULL,STP,2022-10-12 13:35:14.690,Z0CHVU55U0,12161.9,1,EUR,1,[],Default,Investor,StarWarrant,0,0,0,0,NULL,12164.4,1,0,NULL,NULL,NULL,None,NULL,[],NULL,-2.5,0,Open,NULL,2022-10-12 13:35:14.690,Market,-1,SymmetricAssetPair,Straight,"{""CreatedBy"":""758213630"",""SessionId"":""-427922458"",""GuiFlag"":0,""IsOnBehalf"":false,""WithOnBehalfFees"":false,""UserComments"":"""",""PlacedViaBulkOperation"":false,""PlacedWithParentOrder"":false,""PlacedViaClosePosition"":false}",1,orders-post-CFD_DE_DAX-71aedfa5e1ea498482ab1ef772f2c056
4878397,ZH2U048FRE,NULL,638012139935096253,CFD_US_INDU,Long,1,202152976,Default,EUR,NULL,STP,2022-10-13 02:35:09.390,ZH2U048FRE,29266.29,1.03062502254492,EUR,1.03062502254492,[],Default,Investor,StarWarrant,0,0,0,0,NULL,29257.3,1.03062502254492,0,NULL,NULL,NULL,None,NULL,[],NULL,-9.27,0,Open,NULL,2022-10-13 02:35:09.393,Market,1,EURUSD,Reverse,"{""CreatedBy"":""500832603"",""SessionId"":""913547611"",""GuiFlag"":0,""IsOnBehalf"":false,""WithOnBehalfFees"":false,""UserComments"":"""",""PlacedViaBulkOperation"":false,""PlacedWithParentOrder"":false,""PlacedViaClosePosition"":false}",0,orders-post-CFD_US_INDU-19fe89484b614902b504708aa331661c
